threshold_probability,threshold_u,number_exceedances,exceedance_proportion,sigma_hat,xi_hat,se_sigma,se_xi,upper_endpoint
0.9,3.300019613802903,2413,0.10000828912466843,3.3126807533030367,-0.4604228535744149,0.08742784290204182,0.01924002023723566,10.49488565397793
0.95,5.212105065948761,1207,0.050024867374005307,2.692172301646816,-0.5383055435481713,0.09904884072427593,0.0276661790823521,10.213302497247184
