n,threshold_probability,threshold_u,number_exceedances,exceedance_proportion,sigma_hat,xi_hat,se_sigma,se_xi,excess_upper_endpoint,upper_endpoint
24128,0.95,5.212105065948761,1207,0.050024867374005307,2.692172301646816,-0.5383055435481713,0.09904884072427593,0.0276661790823521,5.001197431298424,10.213302497247184
